Location,Price,Commission,TVA,Currency,Rooms,Size,Floor,Composition
Andrei Muresanu,209900,,False,True,2, 53, 5/8, Dec
Manastur,82000,,False,True,1, 28, 7/10, Semidec
Semicentral,260000,,False,True,3, 77.48, 15/22, Semidec
Andrei Muresanu,179990,,False,True,2, 53, 3/8, Dec
Zorilor,179990,,False,True,2, 50, 3/4, Dec
Andrei Muresanu,184600,,False,True,3, 71, 1/4, Dec
Gheorgheni,94500,,False,True,2, 35, Parter/4, Semidec
Manastur,80000,,True,True,1, 38, 2/6, Dec
Central,235000,,False,True,3, 73.7, 2/7, Dec
Central,455000,,False,True,3, 99.6, 3/4, Semidec
Central,400000,,False,True,5, 160, 1/1, Dec
Buna Ziua,75000,,False,True,2, 38, Parter/3, Semidec
Gheorgheni,71000,,False,True,1, 22, 2/4, Semidec
Someseni,105000,,False,True,1, 40, 3/5, Dec
Central,360000,,False,True,3, 98, 6/6, Semidec
Horea,330000,,False,True,3, 91, Demisol/2, Semidec
Gheorgheni,89000,,False,True,1, 28, 3/10, Semidec
Zorilor,254000,,False,True,4, 80, 3/4, Dec
P-ta Mihai Viteazul,398900,,False,True,4, 128, 1/1, Dec
Aurel Vlaicu,145000,,False,True,2, 46, 2/2, Semidec
Buna Ziua,229127,,False,True,3, 87.52, Parter/6, Dec
Sopor,104000,,False,True,2, 37.39, 5/7, Semidec
Marasti,127000,,False,True,1, 44, 3/8, Dec
Marasti,130000,,False,True,2, 45, 1/6, Semidec
Manastur,85000,,False,True,2, 37.4, Demisol/3, Semidec
Someseni,110000,,False,True,2, 50, Parter/1, Semidec
Bulgaria,140000,,False,True,2, 62, 1/4, Semidec
Marasti,125000,,False,True,3, 57, 3, Semidec
Central,260000,,False,True,3, 95, Parter, Semidec
Marasti,155000,,False,True,2, 44, 4/4, Dec
Marasti,155000,,False,True,2, 46, 4/4, Dec
Central,66000,,False,True,1, 28, Demisol/4, Dec
Marasti,139000,,False,True,2, 62, 1/4, Semidec
Manastur,90000,,False,True,1, 25, 8/10, Dec
Manastur,170000,,False,True,3, 80, Parter/10, Dec
Gheorgheni,250000,,False,True,3, 67, 2/4, Dec
Manastur,125000,,False,True,2, 46, 1/7, Semidec
Zorilor,175000,,False,True,3, 58, 13/14, Semidec
Marasti,156060,,False,True,2, 52, 3/4, Semidec
Semicentral,255000,,False,True,3, 77.78, 14/22, Semidec
Gheorgheni,190000,,False,True,3, 60, Parter/4, Dec
Gheorgheni,107000,,False,True,1, 41, 4/7, Dec
Gruia,122000,,False,True,2, 42, 4/4, Dec
Gheorgheni,119000,,False,True,2, 50, Parter/10, Dec
Calea Turzii,99000,,False,True,3, 52, Demisol/6, Semidec
Marasti,154000,,False,True,2, 50, 6/6, Semidec
Central,85000,,False,True,1, 25, Parter, Semidec
Manastur,85000,,False,True,1, 47, Demisol/3, Semidec
Gheorgheni,199000,,False,True,4, 70, 3, Dec
Marasti,151000,,False,True,2, 51, 6/8, Semidec
Central,81900,,False,True,2, 37, Demisol/2, Semidec
Zorilor,180000,,False,True,2, 50, 1/4, Dec
Buna Ziua,115000,,False,True,2, 46, Parter/2, Semidec
Manastur,110000,,False,True,2, 39, Parter/10, Semidec
Andrei Muresanu,132900,,False,True,2, 38, Parter/3, Semidec
Marasti,158661,,False,True,2, 52, 2/4, Semidec
Marasti,127500,,False,True,2, 45, 1/6, Semidec
Zorilor,100000,,False,True,1, 38, 3/8, Dec
Borhanci,139000,,True,True,2, 52.13, 2/3, Semidec
Marasti,155000,,False,True,2, 45, 4/4, Dec
Gheorgheni,190000,,False,True,3, 60, Parter/4, Dec
Gheorgheni,190000,,False,True,3, 61, 1/4, Dec
Andrei Muresanu,210600,,True,True,3, 81, 1/4, Dec
Sopor,146376,,True,True,2, 60.99, 2/7, Semidec
Gheorgheni,200000,,False,True,4, 70, 3/4, Dec
Gheorgheni,185000,,False,True,3, 61, 1, Dec
Grigorescu,122000,,False,True,2, 46, Parter/4, Semidec
Gheorgheni,209900,,False,True,4, 70, 3/4, Dec
Marasti,139750,,False,True,2, 65, 1/6, Semidec
Marasti,132225,,False,True,2, 58.75, 1/10, Dec
Gheorgheni,189000,,False,True,3, 61, 1/4, Dec
Marasti,140000,,False,True,3, 62, 1/4, Semidec
Iris,107500,,False,True,1, 38, 5/6, Dec
Marasti,150000,Comision 0%,False,True,2, 47, 3/4, Dec
Gheorgheni,120000,,False,True,2, 47, 4/4, Semidec
Marasti,140000,,False,True,3, 66, Parter/4, Dec
Manastur,86000,,False,True,1, 28, 10/11, Semidec
Andrei Muresanu,189000,,False,True,2, 54, 7/7, Semidec
Gheorgheni,105000,,False,True,1, 41, 4/7, Dec
Marasti,155000,,False,True,2, 44, 4/4, Dec
Marasti,155000,,False,True,2, 54, 2/10, Dec
Manastur,36000,,False,True,1, 11, 1/4, Semidec
Iris,56000,,False,True,1, 22, 2/4, Semidec
Gheorgheni,185000,,False,True,3, 61, 1/4, Dec
Calea Turzii,125000,,False,True,2, 62, Demisol/5, Semidec
Grigorescu,115000,,False,True,2, 46.74, 4/4, Semidec
Someseni,117000,,False,True,2, 41, 4/4, Semidec
Central,94990,,False,True,1, 28, Parter, Semidec
Marasti,155000,,False,True,2, 50.4, 6/6, Semidec
Manastur,74000,,False,True,1, 33, 4/4, Dec
Ultracentral,229000,,False,True,2, 50, 2/4, Dec
Semicentral,180000,,False,True,2, 61, Parter, Semidec
Manastur,90000,,False,True,1, 25, 8/10, Dec
Vest,110000,,False,True,2, 75, 1/2, Dec
Marasti,155000,,False,True,2, 50.4, 6/6, Semidec
Grigorescu,125000,,False,True,3, 65, Parter/10, Dec
Central,72000,,False,True,1, 20, 4/4, Dec
Central,450000,,False,True,4, 114, Demisol, Dec
Ultracentral,455000,,False,True,3, 100, 3/3, Semidec
Sopor,110000,,False,True,2, 37, 7/8, Semidec
Manastur,81490,,False,True,2, 35, 4/4, Semidec
Central,182420,,False,True,2, 54.37, 1/3, Semidec
Gheorgheni,190000,,False,True,3, 60, Parter/4, Dec
Cordos,95000,,False,True,2, 47.5, 4/5, Semidec
Buna Ziua,165000,Comision 0%,False,True,2, 52, Parter/4, Semidec
Central,69000,,False,True,2, 41, Demisol/3, Semidec
Marasti,133300,,False,True,2, 62, 1/6, Semidec
Central,155000,,False,True,2, 48, Parter/3, Semidec
Zorilor,160000,Comision 0%,True,True,3, 65, 1/15, Dec
Ultracentral,455000,,False,True,3, 100, 3/3, Semidec
Central,245000,,False,True,2, 65, Parter, Dec
Central,169000,,False,True,2, 70, 1/1, Dec
Grigorescu,174000,,False,True,4, 80, 4/4, Semidec
Gheorgheni,190000,,False,True,3, 60, Parter/3, Dec
Zorilor,95000,,False,True,3, 65, Demisol, Semidec
Manastur,205000,,False,True,2, 50, 1/6, Semidec
Someseni,81900,,True,True,1, 39, 1/5, Dec
Marasti,143000,,False,True,2, 49, 3/8, Dec
P-ta Mihai Viteazul,65000,,False,True,1, 28, Demisol/3, Semidec
Marasti,51500,,False,True,1, 22, Parter/4, Semidec
Manastur,84000,,False,True,1, 27, 1/10, Semidec
P-ta Mihai Viteazul,239000,,False,True,2, 50, 2/4, Dec
Central,250000,,False,True,3, 75, Parter/1, Nedec
Iris,108000,,False,True,2, 63, Mansarda/1, Dec
Central,188200,,True,True,2, 56, 1/3, Semidec
Hasdeu,189500,Comision 0%,False,True,3, 56, Parter, Dec
Central,189500,,False,True,2, 56, Parter/1, Dec
Buna Ziua,214000,,False,True,4, 96, Parter/2, Semidec
Marasti,139000,,False,True,3, 62, 1/4, Semidec
Gheorgheni,128000,,False,True,2, 53, 4/4, Semidec
Marasti,132544,,False,True,1, 41, 2/4, Semidec
Zorilor,138000,,False,True,2, 54, 4/4, Dec
Central,182000,,True,True,2, 57, 1/4, Semidec
Borhanci,139000,,False,True,2, 63, Parter/3, Dec
Iris,159000,,False,True,2, 54, 2/6, Dec
Central,235000,,False,True,3, 74, 2/6, Dec
Zorilor,248000,,False,True,4, 82, 3/4, Dec
Central,70000,Comision 0%,False,True,2, 40.62, Demisol/2, Semidec
Gheorgheni,94000,,False,True,2, 36, Parter/4, Semidec
Central,154500,Comision 0%,True,True,2, 52, 2/7, Dec
Dambul Rotund,99000,,False,True,2, 55, 1/5, Semidec
Hasdeu,189500,,False,True,3, 60, Parter, Semidec
Zorilor,125000,,False,True,1, 31.69, 7/8, Semidec
Gheorgheni,136450,,False,True,2, 54, 6/8, Dec
Marasti,127500,Comision 0%,False,True,2, 45, 1/10, Semidec
Zorilor,189500,,False,True,2, 55, 7/15, Semidec
Iris,110000,,False,True,3, 68, 3/4, Semidec
Marasti,175000,,False,True,3, 65, Parter/4, Dec
Gheorgheni,190000,,False,True,3, 61, 1/4, Dec
Semicentral,185000,,False,True,3, 56, Parter, Dec
Gheorgheni,107900,,False,True,2, 45, Parter/10, Semidec
Grigorescu,245000,,False,True,2, 66, 2/3, Semidec
Gheorgheni,85000,,False,True,1, 30, 6/10, Semidec
Zorilor,189500,,False,True,2, 54, 7/15, Semidec
Zorilor,189500,,False,True,2, 55, 7/16, Semidec
Grigorescu,170000,,False,True,4, 80, 4/4, Dec
Gheorgheni,190000,,False,True,3, 61, 1/4, Dec
Central,235000,,False,True,3, 61, Parter/1, Semidec
Marasti,116750,,False,True,1, 46.7, 5/6, Semidec
Gheorgheni,127000,,False,True,2, 53, 4/4, Semidec
Gheorgheni,144000,,False,True,2, 46, 1/7, Semidec
Buna Ziua,140000,,False,True,2, 43, 3/3, Semidec
Grigorescu,245000,,False,True,2, 68, 2/4, Semidec
Semicentral,215000,,False,True,2, 75, 1/1, Semidec
Zorilor,189500,,False,True,2, 55, 7/14, Semidec
Zorilor,189500,,False,True,2, 55, 7/14, Semidec
Zorilor,220000,,False,True,2, 90, Mansarda/5, Semidec
Marasti,218000,,False,True,3, 60, 5/5, Dec
Buna Ziua,139990,,False,True,2, 44, 2/2, Semidec
Sopor,104000,,False,True,2, 37, 5/8, Semidec
Marasti,225000,,False,True,3, 64, 1/4, Semidec
Gheorgheni,125000,,False,True,2, 48, 6/10, Semidec
Gheorgheni,87150,,False,True,1, 36, 2/9, Dec
Zorilor,100000,,False,True,3, 65, Demisol/3, Semidec
Marasti,155000,,False,True,2, 55, 3/10, Dec
Zorilor,220000,,False,True,3, 67, 2/4, Dec
Manastur,170000,,False,True,3, 70.76, 2/3, Semidec
Central,185000,,False,True,2, 67, Parter, Semidec
Central,220000,,False,True,3, 59, 5/5, Semidec
Semicentral,225000,,False,True,3, 64, 1/4, Semidec
Marasti,123130,,False,True,3, 57.27, 2/6, Dec
Zorilor,195000,,False,True,3, 63, 3/4, Dec
Buna Ziua,122000,,False,True,2, 41, Parter/4, Semidec
Gheorgheni,130000,,False,True,2, 50, 4/4, Dec
Central,189000,,True,True,2, 54, 2/5, Semidec
Manastur,259000,,False,True,4, 80, 8/9, Dec
Marasti,270000,,False,True,3, 75, 4/6, Semidec
Buna Ziua,180000,,False,True,2, 57, Parter/4, Dec
Calea Turzii,170000,Comision 0%,True,True,2, 67.89, 1/4, Semidec
Manastur,135000,,False,True,3, 57, 2/4, Semidec
Manastur,135000,,False,True,3, 57, 2/4, Semidec
Buna Ziua,199000,,False,True,4, 96, Parter/2, Semidec
Central,245000,,False,True,2, 56, 1/2, Dec
Central,185000,,False,True,2, 58, 5/6, Semidec
Manastur,99990,,False,True,1, 35, Parter/8, Semidec
Manastur,99990,,False,True,1, 35, Parter/8, Dec
Central,158200,,True,True,2, 57, 7/7, Semidec
Buna Ziua,165000,Comision 0%,False,True,2, 65, 4/6, Semidec
Borhanci,139000,,True,True,2, 52, 2/3, Semidec
Grigorescu,240000,,False,True,3, 69, 1/2, Semidec
Grigorescu,115000,,False,True,1, 36, 1/4, Semidec
Grigorescu,165000,,False,True,3, 67, 9/9, Semidec
Manastur,249900,Comision 0%,False,True,3, 81.2, 6/6, Dec
Manastur,259000,,False,True,4, 80, 8/9, Semidec
Bulgaria,285000,,False,True,3, 75, 4/5, Semidec
Manastur,109000,,False,True,3, 45, 4/4, Semidec
Semicentral,213000,Comision 0%,False,True,2, 52, 2/6, Dec
Zorilor,254000,,False,True,4, 83, 3/4, Dec
Iris,100298,,True,True,2, 46, 4/4, Semidec
Central,117000,,False,True,1, 38, 3/3, Semidec
Zorilor,87500,,False,True,1, 27, 1/4, Semidec
Zorilor,189500,,False,True,2, 55, 7/17, Semidec
Buna Ziua,85000,,False,True,2, 45, Demisol/2, Semidec
Calea Turzii,166000,Comision 0%,True,True,2, 62.36, 1/4, Semidec
Andrei Muresanu,136500,,False,True,2, 52.5, Parter/4, Semidec
Buna Ziua,190000,,False,True,2, 46, 9/10, Semidec
Europa,117000,,False,True,1, 38, 3/3, Dec
Grigorescu,125000,,False,True,3, 47, 4/4, Semidec
Grigorescu,242000,,False,True,3, 68, 1/3, Semidec
Grigorescu,240000,Comision 0%,False,True,3, 68, 1, Semidec
Gruia,85000,,False,True,1, 41, Demisol/2, Dec
Grigorescu,145000,,False,True,2, 50, 7/10, Dec
Calea Turzii,157000,,False,True,2, 58, 4/8, Dec
Manastur,259000,,False,True,4, 80, 8/9, Dec
Zorilor,220000,,False,True,3, 65, 2/4, Dec
Marasti,118000,,False,True,2, 38.84, Parter/4, Semidec
Manastur,127000,,False,True,3, 57, 6/7, Semidec
Buna Ziua,200000,,True,True,3, 87, 1/6, Semidec
Central,117000,,False,True,1, 38, 3/3, Semidec
Andrei Muresanu,117000,,False,True,1, 38, 3/3, Semidec
Marasti,160000,,False,True,2, 52, 3/6, Semidec
Grigorescu,135000,,False,True,2, 48, 3/4, Dec
Manastur,45000,,False,True,1, 14, Parter/4, Semidec
Central,190400,,False,True,3, 68, 2/4, Semidec
Manastur,249000,,False,True,4, 80, 8/9, Dec
Marasti,265000,Comision 0%,False,True,3, 75, 4/6, Semidec
Dambul Rotund,89000,,False,True,2, 41, 6/6, Semidec
Gheorgheni,119900,,False,True,3, 43, 1/4, Semidec
Manastur,99500,,False,True,1, 35, Parter/8, Dec
Central,189500,,False,True,3, 56, Parter, Dec
Andrei Muresanu,117000,,False,True,1, 38, 3/3, Dec
Manastur,130000,,False,True,2, 52, 7/10, Dec
Grigorescu,128000,,False,True,2, 58, Parter, Semidec
Calea Turzii,199000,,True,True,3, 65, 1/5, Semidec
Grigorescu,249000,,False,True,2, 65, 2/2, Semidec
Manastur,86000,,False,True,3, 43, 4/4, Semidec
Marasti,110000,,False,True,1, 45, 4/6, Dec
Iris,102000,,True,True,2, 45.29, 1/9, Semidec
Sopor,94000,,False,True,2, 40, 2/7, Semidec
Central,189350,,True,True,2, 54.1, 1/5, Semidec
Manastur,89980,,False,True,1, 25, 8/10, Dec
Manastur,239500,,False,True,4, 105, 9/10, Dec
Grigorescu,238000,,False,True,3, 68, 1/3, Semidec
Calea Turzii,170000,,True,True,2, 59, 2/5, Semidec
Central,184500,,True,True,2, 54, 1/3, Semidec
Manastur,93000,,False,True,2, 42, 6/10, Dec
Iris,94707,,False,True,2, 55.71, 2/3, Semidec
Zorilor,179000,,False,True,4, 96, 1/4, Dec
Manastur,190000,,False,True,3, 85, Parter/4, Dec
Borhanci,139000,,True,True,2, 52, 1/3, Semidec
Manastur,95000,Comision 0%,False,True,2, 37, 1/4, Semidec
Grigorescu,145000,,False,True,2, 50, 7/10, Dec
Marasti,120000,,False,True,1, 32, 8/9, Dec
Buna Ziua,230000,,False,True,3, 73.25, Parter/3, Semidec
Gruia,429900,,False,True,4, 129, 4/4, Semidec
Marasti,279000,Comision 0%,False,True,3, 75, 4/6, Semidec
Gheorgheni,115000,,False,True,2, 43, 10/10, Semidec
Manastur,122000,,False,True,2, 52, 3/10, Dec
Grigorescu,369000,,False,True,4, 130, Parter/1, Semidec
Iris,102000,,True,True,1, 45.29, 1/9, Dec
Gruia,235170,Comision 0%,True,True,3, 125.91, 7/10, Semidec
Central,190000,,False,True,3, 61, Parter/1, Dec
Marasti,215000,,False,True,3, 60, 5/5, Semidec
Grigorescu,137000,,False,True,2, 48, 10/10, Dec
Manastur,86000,,False,True,3, 43, 4/4, Semidec
Central,230000,,False,True,2, 70, 2/2, Dec
Marasti,178000,,False,True,4, 90, Parter/4, Dec
Gheorgheni,120000,,False,True,2, 50, Parter/10, Dec
Gheorgheni,183000,,False,True,3, 62, 3/4, Dec
Grigorescu,144990,,False,True,2, 52, 7/10, Dec
Gheorgheni,125000,,False,True,2, 48, 6/10, Semidec
Gheorgheni,142000,,False,True,2, 52, 10/11, Semidec
Gheorgheni,114000,Comision 0%,False,True,2, 38, 5/10, Semidec
Marasti,162000,,False,True,3, 65, 9/10, Dec
Zorilor,235000,,False,True,4, 81.03, 3/4, Semidec
Gheorgheni,105000,,False,True,2, 46, Parter/4, Dec
Semicentral,209000,,False,True,2, 64, 2/4, Semidec
Bulgaria,118000,,False,True,2, 55, Parter/1, Dec
Buna Ziua,90000,,False,True,2, 42, Mansarda/4, Semidec
Gheorgheni,127000,,False,True,2, 53, 4/4, Semidec
Sopor,105000,,False,True,2, 39.89, 2/6, Dec
Buna Ziua,139500,,False,True,2, 43, 2/3, Semidec
Iris,108000,,False,True,1, 39, 3/5, Dec
Marasti,130000,,False,True,2, 40, 5/5, Dec
Gheorgheni,149000,,False,True,2, 43, 10/10, Semidec
Manastur,190000,,False,True,3, 85, Parter/4, Dec
Manastur,190000,,False,True,3, 85, Parter/4, Dec
Central,225250,,False,True,3, 70, 2/2, Dec
Gheorgheni,108500,,False,True,2, 52, Parter/7, Semidec
Grigorescu,175000,,False,True,3, 80, Parter/4, Dec
Manastur,185000,,False,True,3, 85, Parter/4, Dec
Manastur,185000,,False,True,3, 85, Parter/4, Dec
Grigorescu,169900,,False,True,4, 80, 4/4, Semidec
Marasti,65000,,False,True,1, 22, 4/4, Dec
Someseni,125600,,False,True,2, 62, 3/3, Dec
Manastur,170000,,False,True,3, 65, 10/10, Dec
Gheorgheni,148999,,False,True,2, 63, Parter/3, Dec
Manastur,115000,,False,True,2, 43, 1/10, Dec
Zorilor,152500,,False,True,2, 60, 5/6, Dec
Marasti,160000,,False,True,3, 65, 4/4, Semidec
Andrei Muresanu,117000,,False,True,1, 38, 3/3, Dec
Borhanci,155000,,False,True,3, 70, 5/5, Dec
Manastur,163000,,False,True,4, 76, 8/8, Dec
Manastur,86000,,False,True,3, 43, 4/4, Semidec
Semicentral,210000,,False,True,3, 60, Parter/2, Dec
Marasti,141000,,False,True,2, 54, 6/6, Dec
Grigorescu,145000,,False,True,2, 50, 7/10, Dec
Grigorescu,145000,,False,True,3, 50, 9/10, Semidec
Marasti,126500,,False,True,2, 45, 3/6, Semidec
Manastur,44000,,False,True,1, 14, Parter/8, Dec
Manastur,75000,,False,True,1, 30, 6/10, Semidec
Marasti,262000,,False,True,3, 75, 4/6, Dec
Gheorgheni,149000,,False,True,2, 46, 1/7, Semidec
Iris,89165,,False,True,2, 52.45, 2/3, Semidec
Manastur,97000,,False,True,2, 52, Parter/10, Dec
Zorilor,146267,,True,True,3, 57, 3/4, Semidec
Marasti,120000,,False,True,3, 49.51, 8/8, Dec
Gruia,83500,,False,True,1, 41, Parter, Semidec
Central,215000,,False,True,3, 55, 3/5, Semidec
Buna Ziua,140000,,False,True,2, 43, 1/1, Semidec
Borhanci,137000,,False,True,2, 56.4, Parter/3, Semidec
Manastur,179000,,True,True,3, 64, 2/2, Semidec
Central,210000,Comision 0%,False,True,2, 72, 2/2, Semidec
Grigorescu,146000,,False,True,2, 52, 7/9, Dec
Grigorescu,145000,,False,True,2, 50, 7/10, Dec
Marasti,135000,,False,True,2, 46, 9/10, Dec
Gheorgheni,260000,,False,True,3, 67, 2/4, Dec
Manastur,179000,,False,True,4, 81, 7/9, Dec
Europa,226000,,False,True,3, 72, 1/3, Semidec
Manastur,185000,,False,True,3, 80, Parter/4, Dec
Sopor,167150,,False,True,2, 56, 2/7, Dec
Buna Ziua,205000,,True,True,3, 82, 5/6, Dec
Marasti,180000,,False,True,2, 50, 2/3, Dec
Manastur,124990,,False,True,3, 57, 4/4, Dec
Intre Lacuri,80000,,False,True,2, 37, Demisol/4, Semidec
Marasti,284999,,False,True,3, 75, 4/6, Semidec
Borhanci,165000,,False,True,3, 60, 1/3, Semidec
Central,129000,,False,True,1, 46.7, 5/10, Semidec
Central,208000,,False,True,3, 63, 1/4, Semidec
Iris,165500,,True,True,3, 73, 3/9, Semidec
Borhanci,150000,,False,True,2, 56, 1/3, Dec
Andrei Muresanu,160000,,False,True,3, 52.88, Parter, Semidec
Borhanci,137000,,False,True,2, 56, Parter/3, Semidec
Est,135000,,False,True,3, 51.79, 2/8, Dec
Calea Turzii,100000,,False,True,1, 38, 3/8, Dec
Gheorgheni,87000,,False,True,2, 27, 2/4, Semidec
Central,268000,,False,True,2, 67, 1/1, Semidec
Marasti,150000,,False,True,3, 65, 4/4, Dec
Manastur,78000,,False,True,1, 32, 9/10, Dec
Manastur,86000,,False,True,3, 43, 4/4, Semidec
Bulgaria,93000,,False,True,2, 57, 5/5, Semidec
Central,210000,,False,True,3, 60, Parter/1, Dec
Gheorgheni,155000,,False,True,2, 50, 6/10, Semidec
Gruia,199000,,False,True,2, 70, Parter/1, Dec
Buna Ziua,75000,,False,True,2, 45, Demisol/4, Dec
Marasti,118000,,True,True,2, 45, 1/9, Semidec
Gheorgheni,84500,,False,True,2, 27, 3, Semidec
Manastur,125000,,False,True,2, 44, 3/8, Dec
Intre Lacuri,169000,,False,True,3, 68, Parter/4, Dec
Buna Ziua,129000,,False,True,2, 41, Parter/4, Semidec
Andrei Muresanu,137800,,False,True,2, 53, 1/4, Dec
Europa,238000,,False,True,3, 67.6, 2/7, Semidec
Central,200000,,False,True,3, 63, 1/4, Dec
Central,199500,,False,True,3, 63, 1/4, Semidec
Someseni,91800,,True,True,2, 51, 1/5, Semidec
Gheorgheni,123000,,False,True,2, 44, Parter/10, Semidec
Central,127500,,False,True,1, 47, 5/12, Dec
Zorilor,179000,,False,True,4, 78, 3/4, Dec
Intre Lacuri,122000,,False,True,1, 40, 3/7, Dec
Borhanci,139000,,False,True,2, 52, 1/3, Semidec
Iris,52000,,False,True,1, 21, Parter/4, Semidec
Zorilor,187000,,False,True,2, 55, 7/12, Semidec
Marasti,188000,,False,True,2, 54, 8/10, Dec
Buna Ziua,191500,,True,True,3, 87, 2/6, Dec
Andrei Muresanu,170000,,False,True,2, 63, 4/4, Semidec
Marasti,132000,,False,True,2, 55, Parter/4, Semidec
Intre Lacuri,169000,,False,True,3, 74, Parter/4, Dec
Grigorescu,369000,,False,True,4, 146, Parter/2, Semidec
Marasti,65000,,False,True,1, 20, 4/4, Semidec
Gruia,92000,,False,True,1, 39, 3/3, Dec
Iris,111999,,False,True,2, 43, 5/7, Semidec
Buna Ziua,235000,,False,True,3, 77, 1/3, Semidec
Gheorgheni,186000,,False,True,3, 62, 3/4, Dec
Central,218000,,False,True,3, 60, Parter/1, Dec
Central,185000,,False,True,3, 69, 1/5, Dec
Gheorgheni,102600,,False,True,1, 40, 3/7, Semidec
Borhanci,137000,Comision 0%,False,True,2, 56, Parter, Semidec
Marasti,128000,,False,True,2, 54, 12/12, Dec
Marasti,119900,,False,True,2, 50, 8/8, Dec
Marasti,120000,Comision 0%,False,True,3, 49.98, 8/8, Dec
Zorilor,172000,,False,True,2, 57, 6/10, Semidec
Manastur,107000,,False,True,2, 39, Parter/10, Dec
Manastur,106990,Comision 0%,False,True,2, 38, Parter/10, Dec
Manastur,179999,,False,True,4, 85, 2/9, Dec
Est,129000,,False,True,2, 55, 2/8, Dec
Manastur,158000,,False,True,4, 76, 8/8, Dec
Sopor,107000,,False,True,2, 39.89, 2/7, Dec
Sopor,151000,,False,True,2, 52.2, 6/7, Semidec
Sopor,167000,,False,True,2, 55.43, 1/7, Dec
Manastur,115000,,False,True,2, 52, 10/10, Dec
Manastur,78000,,False,True,1, 32, 9/10, Dec
Marasti,165000,,False,True,2, 49, 6/7, Semidec
Zorilor,170000,,False,True,2, 47, Parter/3, Semidec
Gruia,92000,,False,True,1, 38, 3/3, Dec
Buna Ziua,95000,,False,True,2, 62, Mansarda/3, Semidec
Manastur,155000,,False,True,2, 46.5, 6/25, Semidec
Europa,238000,,False,True,3, 68, 2/7, Semidec
Borhanci,166000,,False,True,2, 54, 1/2, Dec
Grigorescu,137500,,False,True,3, 65, Parter/4, Dec
Central,335000,,False,True,3, 64, Parter/4, Semidec
Semicentral,335000,,False,True,2, 53, Parter/4, Semidec
Ultracentral,110000,,False,True,1, 28, 1/1, Semidec
Iris,56000,,False,True,1, 20.5, 1, Semidec
Manastur,129980,,False,True,3, 64, Parter/4, Dec
Gheorgheni,120000,,False,True,2, 55, Demisol/3, Dec
Central,239500,,False,True,4, 86.31, 6/6, Semidec
Andrei Muresanu,170000,,False,True,2, 64, 4/4, Semidec
Sopor,102000,,False,True,1, 39.89, 3/7, Semidec
Central,115000,,False,True,2, 54, Demisol/2, Dec
Gruia,90500,,False,True,1, 38, 3/3, Dec
Central,215000,,False,True,2, 74, 1/1, Semidec
Marasti,230000,,False,True,2, 60, 10/10, Dec
Manastur,115000,,False,True,2, 54, Parter/4, Semidec
Zorilor,175000,,False,True,2, 58, 13/14, Dec
Semicentral,99500,Comision 0%,True,True,1, 37.73, 5/6, Semidec
Zorilor,185000,,False,True,3, 60, 5/15, Semidec
Gheorgheni,149000,,False,True,2, 50, 6/10, Semidec
Zorilor,178900,,False,True,4, 78, 3/4, Dec
Intre Lacuri,120780,,True,True,2, 54.28, Parter/6, Semidec
Europa,238000,,False,True,3, 67.8, 2/7, Semidec
Europa,220000,,True,True,4, 87, Parter/2, Semidec
Buna Ziua,140000,,False,True,2, 43, 2/2, Semidec
Grigorescu,160000,,False,True,3, 73, Parter/8, Dec
Gheorgheni,72000,,False,True,1, 22, 2/4, Semidec
Intre Lacuri,149900,,False,True,3, 65, 4/4, Dec
Europa,225000,,False,True,3, 68, 2/7, Semidec
