Location,Price,Commission,TVA,Rooms,Size,Floor,Composition
Manastur,76000,,False,2,35.0, 1/4, Semidec
Grigorescu,99000,,False,2,47.0, Parter/4, Semidec
Gheorgheni,91000,,False,1,28.0, Parter/10, Dec
Marasti,138000,,False,3,65.0, 4/4, Dec
Grigorescu,115648,,False,1,36.14, 1/4, Dec
Gheorgheni,89500,,False,1,32.0, Parter/10, Semidec
Gheorgheni,91500,,False,1,32.0, Parter/10, Semidec
Gheorgheni,77900,,False,1,30.0, 5/10, Dec
Marasti,137000,,False,2,54.0, Parter/4, Dec
Central,235000,,False,2,46.0, 1/4, Dec
Central,75090,,False,1,17.0, Parter, Nedec
Semicentral,145000,,False,1,39.0, 1/3, Semidec
Marasti,150000,,False,2,62.0, 6/6, Semidec
Central,235000,,False,3,74.0, 2/6, Dec
Zorilor,145000,Comision 0%,False,2,50.0, 4/4, Dec
Manastur,100000,,False,3,75.0, Parter/3, Semidec
Marasti,142000,,False,2,56.0, Parter/4, Dec
Marasti,144900,,False,2,42.0, 5/6, Semidec
Grigorescu,115000,,False,2,50.0, 4/4, Dec
Calea Turzii,192000,,False,2,64.29, 2/4, Dec
Sopor,91800,,True,1,38.0, 1/7, Semidec
Manastur,100000,Comision 0%,False,2,39.0, Parter/10, Dec
Central,115000,,False,1,28.0, Parter/1, Semidec
Marasti,129000,,False,2,40.0, 5/7, Semidec
Marasti,150000,,False,2,56.0, Parter/4, Dec
Manastur,63000,,False,1,24.0, Parter/4, Dec
Gheorgheni,87000,,False,1,30.0, 6/10, Semidec
Manastur,92000,Comision 0%,False,2,32.27, 4/4, Semidec
Manastur,92000,,False,2,38.0, 4/4, Semidec
Manastur,89000,,False,2,33.0, 4/4, Dec
Marasti,128500,,False,2,40.0, 5/7, Semidec
Semicentral,142100,,False,2,53.0, 1/7, Semidec
Central,145000,,False,1,38.0, 1/3, Semidec
Manastur,72000,,False,2,42.0, Demisol/4, Semidec
Marasti,148500,Comision 0%,True,2,51.0, 4/7, Dec
Manastur,90000,,False,1,40.18, Parter/4, Dec
Gheorgheni,93254,Comision 0%,True,1,36.91, 4/7, Semidec
Central,117000,,False,1,33.0, Mansarda/3, Semidec
Central,74000,,False,1,28.0, Parter/1, Semidec
Marasti,150000,,False,3,61.5, 6/6, Semidec
Central,149000,,False,2,41.0, Parter/3, Semidec
Manastur,79000,,False,2,36.0, 4/4, Semidec
Sopor,125000,,False,1,37.0, 2/7, Semidec
Gheorgheni,89500,,False,1,32.0, Parter/10, Dec
Marasti,140000,,False,2,51.0, 2/8, Dec
Manastur,90000,,False,1,40.18, Parter/4, Dec
Central,117000,,False,1,23.0, Mansarda/5, Semidec
Central,90900,,False,1,35.0, Demisol/3, Dec
Manastur,105000,,False,2,39.0, Parter, Dec
Manastur,99381,Comision 0%,True,3,65.0, 3/6, Semidec
Marasti,138000,,False,3,65.0, 4/4, Dec
Central,115000,,False,2,29.0, 5/5, Dec
Manastur,89900,,False,2,40.0, 4/4, Semidec
Gheorgheni,108000,,False,2,44.0, Parter/10, Semidec
Manastur,89900,,False,2,33.0, 4, Dec
Manastur,107000,,False,2,40.0, Parter/10, Dec
Marasti,140000,,False,3,65.0, 3/5, Semidec
Manastur,90000,,False,1,40.0, Parter/4, Dec
Andrei Muresanu,189000,,False,2,54.0, 7/7, Semidec
Andrei Muresanu,189000,,False,2,55.0, 7/7, Semidec
Grigorescu,110000,,False,2,48.0, 4/4, Dec
Marasti,133500,,False,3,62.09, 2/6, Dec
Grigorescu,119000,,False,2,46.0, Parter/4, Semidec
Gheorgheni,108000,,False,2,44.0, Parter/10, Semidec
Manastur,91800,,False,2,54.0, Parter/2, Dec
P-ta Mihai Viteazul,390000,Comision 0%,False,3,135.0, 1/1, Semidec
Sopor,102000,,False,1,37.39, 5/7, Semidec
Central,120000,,False,1,22.6, Mansarda/5, Dec
Grigorescu,120000,,False,2,47.0, Parter/4, Semidec
Marasti,139000,,False,2,62.0, 1/5, Semidec
Andrei Muresanu,189000,,False,2,54.0, 7/7, Semidec
Manastur,62990,Comision 0%,False,1,23.0, Parter/4, Semidec
Calea Turzii,180000,,False,2,53.0, 3/4, Dec
Marasti,129000,,False,2,40.0, 5/7, Semidec
Marasti,130000,,False,2,40.0, 5/9, Semidec
Gheorgheni,94723,Comision 0%,True,1,37.94, 2/7, Semidec
Manastur,139000,,False,3,54.0, 7/7, Semidec
Iris,127500,,True,2,56.0, 1/9, Semidec
Manastur,105000,,False,2,52.0, 11/11, Semidec
Manastur,68000,,False,1,31.0, 10/10, Dec
Central,455000,,False,3,100.0, 3/3, Semidec
Hasdeu,450000,,False,5,114.73, Demisol/1, Semidec
Buna Ziua,115000,,False,2,46.0, Parter/2, Semidec
Andrei Muresanu,189000,,False,2,54.0, 7/7, Semidec
Andrei Muresanu,189000,Comision 0%,False,2,54.0, 7/7, Semidec
Grigorescu,122000,,False,2,46.0, Parter/4, Semidec
Gheorgheni,107000,,False,1,41.0, 4/7, Semidec
Central,480000,,False,3,100.0, 3/3, Semidec
Manastur,172000,,False,3,70.0, 7/8, Dec
Bulgaria,142000,,False,2,49.0, 3/4, Dec
Manastur,83000,,False,2,47.0, Demisol/2, Semidec
Buna Ziua,115000,,False,2,46.0, Parter/2, Semidec
Andrei Muresanu,89000,,False,1,35.0, Ultimele 2 e/3, Semidec
Gheorgheni,105000,,False,1,40.0, 2/7, Semidec
Ultracentral,89900,Comision 0%,False,2,48.41, Demisol/2, Semidec
Buna Ziua,216000,,False,3,89.0, 3/6, Semidec
Andrei Muresanu,180000,,False,2,53.0, 3/4, Semidec
Marasti,130000,,False,1,44.0, 3/7, Dec
Gruia,380000,,False,2,78.0, 3/6, Semidec
Buna Ziua,235000,,False,3,77.0, 1/3, Semidec
Marasti,130000,,False,2,41.0, 3/8, Semidec
Gheorgheni,139900,,False,2,41.0, 2/10, Semidec
Manastur,81500,,False,2,37.0, 4/4, Semidec
Andrei Muresanu,89000,,False,1,49.0, Mansarda/2, Semidec
Andrei Muresanu,209900,,False,2,53.0, 5/8, Dec
Manastur,82000,,False,1,28.0, 7/10, Semidec
Andrei Muresanu,179990,,False,2,53.0, 3/8, Dec
Gheorgheni,94500,,False,2,35.0, Parter/4, Semidec
Manastur,80000,,True,1,38.0, 2/6, Dec
Central,235000,,False,3,73.7, 2/7, Dec
Central,455000,,False,3,99.6, 3/4, Semidec
Zorilor,254000,,False,4,80.0, 3/4, Dec
Aurel Vlaicu,145000,,False,2,46.0, 2/2, Semidec
Buna Ziua,229127,,False,3,87.52, Parter/6, Dec
Sopor,104000,,False,2,37.39, 5/7, Semidec
Marasti,127000,,False,1,44.0, 3/8, Dec
Marasti,130000,,False,2,45.0, 1/6, Semidec
Manastur,85000,,False,2,37.4, Demisol/3, Semidec
Marasti,125000,,False,3,57.0, 3, Semidec
Marasti,155000,,False,2,44.0, 4/4, Dec
Marasti,139000,,False,2,62.0, 1/4, Semidec
Manastur,90000,,False,1,25.0, 8/10, Dec
Manastur,125000,,False,2,46.0, 1/7, Semidec
Marasti,156060,,False,2,52.0, 3/4, Semidec
Semicentral,255000,,False,3,77.78, 14/22, Semidec
Gheorgheni,107000,,False,1,41.0, 4/7, Dec
Gheorgheni,119000,,False,2,50.0, Parter/10, Dec
Calea Turzii,99000,,False,3,52.0, Demisol/6, Semidec
Manastur,85000,,False,1,47.0, Demisol/3, Semidec
Gheorgheni,199000,,False,4,70.0, 3, Dec
Marasti,151000,,False,2,51.0, 6/8, Semidec
Central,81900,,False,2,37.0, Demisol/2, Semidec
Zorilor,180000,,False,2,50.0, 1/4, Dec
Manastur,110000,,False,2,39.0, Parter/10, Semidec
Andrei Muresanu,132900,,False,2,38.0, Parter/3, Semidec
Marasti,158661,,False,2,52.0, 2/4, Semidec
Zorilor,100000,,False,1,38.0, 3/8, Dec
Borhanci,139000,,True,2,52.13, 2/3, Semidec
Marasti,155000,,False,2,45.0, 4/4, Dec
Gheorgheni,200000,,False,4,70.0, 3/4, Dec
Gheorgheni,185000,,False,3,61.0, 1, Dec
Grigorescu,122000,,False,2,46.0, Parter/4, Semidec
Gheorgheni,209900,,False,4,70.0, 3/4, Dec
Gheorgheni,189000,,False,3,61.0, 1/4, Dec
Iris,107500,,False,1,38.0, 5/6, Dec
Marasti,150000,Comision 0%,False,2,47.0, 3/4, Dec
Manastur,86000,,False,1,28.0, 10/11, Semidec
Andrei Muresanu,189000,,False,2,54.0, 7/7, Semidec
Gheorgheni,105000,,False,1,41.0, 4/7, Dec
Marasti,155000,,False,2,44.0, 4/4, Dec
Marasti,155000,,False,2,54.0, 2/10, Dec
Manastur,36000,,False,1,11.0, 1/4, Semidec
Gheorgheni,185000,,False,3,61.0, 1/4, Dec
Calea Turzii,125000,,False,2,62.0, Demisol/5, Semidec
Grigorescu,115000,,False,2,46.74, 4/4, Semidec
Marasti,155000,,False,2,50.4, 6/6, Semidec
Ultracentral,229000,,False,2,50.0, 2/4, Dec
Semicentral,180000,,False,2,61.0, Parter, Semidec
Marasti,155000,,False,2,50.4, 6/6, Semidec
Grigorescu,125000,,False,3,65.0, Parter/10, Dec
Central,72000,,False,1,20.0, 4/4, Dec
Ultracentral,455000,,False,3,100.0, 3/3, Semidec
Sopor,110000,,False,2,37.0, 7/8, Semidec
Manastur,81490,,False,2,35.0, 4/4, Semidec
Central,182420,,False,2,54.37, 1/3, Semidec
Buna Ziua,165000,Comision 0%,False,2,52.0, Parter/4, Semidec
Marasti,133300,,False,2,62.0, 1/6, Semidec
Central,155000,,False,2,48.0, Parter/3, Semidec
Ultracentral,455000,,False,3,100.0, 3/3, Semidec
Central,245000,,False,2,65.0, Parter, Dec
Gheorgheni,190000,,False,3,60.0, Parter/3, Dec
Zorilor,95000,,False,3,65.0, Demisol, Semidec
P-ta Mihai Viteazul,65000,,False,1,28.0, Demisol/3, Semidec
Manastur,84000,,False,1,27.0, 1/10, Semidec
P-ta Mihai Viteazul,239000,,False,2,50.0, 2/4, Dec
Central,250000,,False,3,75.0, Parter/1, Nedec
Central,188200,,True,2,56.0, 1/3, Semidec
Hasdeu,189500,Comision 0%,False,3,56.0, Parter, Dec
Central,189500,,False,2,56.0, Parter/1, Dec
Buna Ziua,214000,,False,4,96.0, Parter/2, Semidec
Marasti,139000,,False,3,62.0, 1/4, Semidec
Central,182000,,True,2,57.0, 1/4, Semidec
Borhanci,139000,,False,2,63.0, Parter/3, Dec
Central,235000,,False,3,74.0, 2/6, Dec
Central,70000,Comision 0%,False,2,40.62, Demisol/2, Semidec
Dambul Rotund,99000,,False,2,55.0, 1/5, Semidec
Hasdeu,189500,,False,3,60.0, Parter, Semidec
Gheorgheni,136450,,False,2,54.0, 6/8, Dec
Marasti,127500,Comision 0%,False,2,45.0, 1/10, Semidec
Zorilor,189500,,False,2,55.0, 7/15, Semidec
Iris,110000,,False,3,68.0, 3/4, Semidec
Gheorgheni,190000,,False,3,61.0, 1/4, Dec
Semicentral,185000,,False,3,56.0, Parter, Dec
Grigorescu,245000,,False,2,66.0, 2/3, Semidec
Zorilor,189500,,False,2,55.0, 7/16, Semidec
Grigorescu,170000,,False,4,80.0, 4/4, Dec
Central,235000,,False,3,61.0, Parter/1, Semidec
Marasti,116750,,False,1,46.7, 5/6, Semidec
Gheorgheni,144000,,False,2,46.0, 1/7, Semidec
Buna Ziua,140000,,False,2,43.0, 3/3, Semidec
Grigorescu,245000,,False,2,68.0, 2/4, Semidec
Semicentral,215000,,False,2,75.0, 1/1, Semidec
Zorilor,189500,,False,2,55.0, 7/14, Semidec
Marasti,218000,,False,3,60.0, 5/5, Dec
Buna Ziua,139990,,False,2,44.0, 2/2, Semidec
Gheorgheni,125000,,False,2,48.0, 6/10, Semidec
Gheorgheni,87150,,False,1,36.0, 2/9, Dec
Zorilor,100000,,False,3,65.0, Demisol/3, Semidec
Marasti,155000,,False,2,55.0, 3/10, Dec
Manastur,170000,,False,3,70.76, 2/3, Semidec
Central,185000,,False,2,67.0, Parter, Semidec
Central,220000,,False,3,59.0, 5/5, Semidec
Semicentral,225000,,False,3,64.0, 1/4, Semidec
Marasti,123130,,False,3,57.27, 2/6, Dec
Zorilor,195000,,False,3,63.0, 3/4, Dec
Gheorgheni,130000,,False,2,50.0, 4/4, Dec
Central,189000,,True,2,54.0, 2/5, Semidec
Manastur,259000,,False,4,80.0, 8/9, Dec
Calea Turzii,170000,Comision 0%,True,2,67.89, 1/4, Semidec
Manastur,135000,,False,3,57.0, 2/4, Semidec
Manastur,135000,,False,3,57.0, 2/4, Semidec
Central,245000,,False,2,56.0, 1/2, Dec
Central,185000,,False,2,58.0, 5/6, Semidec
Manastur,99990,,False,1,35.0, Parter/8, Semidec
Central,158200,,True,2,57.0, 7/7, Semidec
Borhanci,139000,,True,2,52.0, 2/3, Semidec
Grigorescu,115000,,False,1,36.0, 1/4, Semidec
Grigorescu,165000,,False,3,67.0, 9/9, Semidec
Manastur,259000,,False,4,80.0, 8/9, Semidec
Bulgaria,285000,,False,3,75.0, 4/5, Semidec
Manastur,109000,,False,3,45.0, 4/4, Semidec
Semicentral,213000,Comision 0%,False,2,52.0, 2/6, Dec
Zorilor,254000,,False,4,83.0, 3/4, Dec
Iris,100298,,True,2,46.0, 4/4, Semidec
Zorilor,87500,,False,1,27.0, 1/4, Semidec
Zorilor,189500,,False,2,55.0, 7/17, Semidec
Buna Ziua,85000,,False,2,45.0, Demisol/2, Semidec
Andrei Muresanu,136500,,False,2,52.5, Parter/4, Semidec
Buna Ziua,190000,,False,2,46.0, 9/10, Semidec
Grigorescu,242000,,False,3,68.0, 1/3, Semidec
Grigorescu,240000,Comision 0%,False,3,68.0, 1, Semidec
Gruia,85000,,False,1,41.0, Demisol/2, Dec
Grigorescu,145000,,False,2,50.0, 7/10, Dec
Calea Turzii,157000,,False,2,58.0, 4/8, Dec
Manastur,259000,,False,4,80.0, 8/9, Dec
Marasti,118000,,False,2,38.84, Parter/4, Semidec
Central,117000,,False,1,38.0, 3/3, Semidec
Andrei Muresanu,117000,,False,1,38.0, 3/3, Semidec
Marasti,160000,,False,2,52.0, 3/6, Semidec
Grigorescu,135000,,False,2,48.0, 3/4, Dec
Central,190400,,False,3,68.0, 2/4, Semidec
Manastur,249000,,False,4,80.0, 8/9, Dec
Marasti,265000,Comision 0%,False,3,75.0, 4/6, Semidec
Dambul Rotund,89000,,False,2,41.0, 6/6, Semidec
Gheorgheni,119900,,False,3,43.0, 1/4, Semidec
Andrei Muresanu,117000,,False,1,38.0, 3/3, Dec
Grigorescu,128000,,False,2,58.0, Parter, Semidec
Calea Turzii,199000,,True,3,65.0, 1/5, Semidec
Grigorescu,249000,,False,2,65.0, 2/2, Semidec
Manastur,86000,,False,3,43.0, 4/4, Semidec
Marasti,110000,,False,1,45.0, 4/6, Dec
Iris,102000,,True,2,45.29, 1/9, Semidec
Sopor,94000,,False,2,40.0, 2/7, Semidec
Central,189350,,True,2,54.1, 1/5, Semidec
Manastur,89980,,False,1,25.0, 8/10, Dec
Grigorescu,238000,,False,3,68.0, 1/3, Semidec
Calea Turzii,170000,,True,2,59.0, 2/5, Semidec
Central,184500,,True,2,54.0, 1/3, Semidec
Manastur,93000,,False,2,42.0, 6/10, Dec
Iris,94707,,False,2,55.71, 2/3, Semidec
Manastur,190000,,False,3,85.0, Parter/4, Dec
Borhanci,139000,,True,2,52.0, 1/3, Semidec
Manastur,95000,Comision 0%,False,2,37.0, 1/4, Semidec
Grigorescu,145000,,False,2,50.0, 7/10, Dec
Buna Ziua,230000,,False,3,73.25, Parter/3, Semidec
Gruia,429900,,False,4,129.0, 4/4, Semidec
Gheorgheni,115000,,False,2,43.0, 10/10, Semidec
Manastur,122000,,False,2,52.0, 3/10, Dec
Iris,102000,,True,1,45.29, 1/9, Dec
Gruia,235170,Comision 0%,True,3,125.91, 7/10, Semidec
Central,190000,,False,3,61.0, Parter/1, Dec
Grigorescu,137000,,False,2,48.0, 10/10, Dec
Manastur,86000,,False,3,43.0, 4/4, Semidec
Gheorgheni,120000,,False,2,50.0, Parter/10, Dec
Grigorescu,144990,,False,2,52.0, 7/10, Dec
Gheorgheni,142000,,False,2,52.0, 10/11, Semidec
Gheorgheni,114000,Comision 0%,False,2,38.0, 5/10, Semidec
Zorilor,235000,,False,4,81.03, 3/4, Semidec
Gheorgheni,105000,,False,2,46.0, Parter/4, Dec
Semicentral,209000,,False,2,64.0, 2/4, Semidec
Gheorgheni,127000,,False,2,53.0, 4/4, Semidec
Buna Ziua,139500,,False,2,43.0, 2/3, Semidec
Iris,108000,,False,1,39.0, 3/5, Dec
Manastur,190000,,False,3,85.0, Parter/4, Dec
Manastur,190000,,False,3,85.0, Parter/4, Dec
Central,225250,,False,3,70.0, 2/2, Dec
Gheorgheni,108500,,False,2,52.0, Parter/7, Semidec
Grigorescu,175000,,False,3,80.0, Parter/4, Dec
Manastur,185000,,False,3,85.0, Parter/4, Dec
Manastur,185000,,False,3,85.0, Parter/4, Dec
Marasti,65000,,False,1,22.0, 4/4, Dec
Manastur,170000,,False,3,65.0, 10/10, Dec
Gheorgheni,148999,,False,2,63.0, Parter/3, Dec
Manastur,115000,,False,2,43.0, 1/10, Dec
Zorilor,152500,,False,2,60.0, 5/6, Dec
Marasti,160000,,False,3,65.0, 4/4, Semidec
Borhanci,155000,,False,3,70.0, 5/5, Dec
Manastur,163000,,False,4,76.0, 8/8, Dec
Manastur,86000,,False,3,43.0, 4/4, Semidec
Marasti,141000,,False,2,54.0, 6/6, Dec
Grigorescu,145000,,False,2,50.0, 7/10, Dec
Marasti,126500,,False,2,45.0, 3/6, Semidec
Manastur,44000,,False,1,14.0, Parter/8, Dec
Manastur,75000,,False,1,30.0, 6/10, Semidec
Marasti,262000,,False,3,75.0, 4/6, Dec
Gheorgheni,149000,,False,2,46.0, 1/7, Semidec
Manastur,97000,,False,2,52.0, Parter/10, Dec
Marasti,120000,,False,3,49.51, 8/8, Dec
Central,215000,,False,3,55.0, 3/5, Semidec
Borhanci,137000,,False,2,56.4, Parter/3, Semidec
Manastur,179000,,True,3,64.0, 2/2, Semidec
Central,210000,Comision 0%,False,2,72.0, 2/2, Semidec
Grigorescu,146000,,False,2,52.0, 7/9, Dec
Grigorescu,145000,,False,2,50.0, 7/10, Dec
Marasti,135000,,False,2,46.0, 9/10, Dec
Gheorgheni,260000,,False,3,67.0, 2/4, Dec
Manastur,179000,,False,4,81.0, 7/9, Dec
Europa,226000,,False,3,72.0, 1/3, Semidec
Manastur,185000,,False,3,80.0, Parter/4, Dec
Marasti,180000,,False,2,50.0, 2/3, Dec
Intre Lacuri,80000,,False,2,37.0, Demisol/4, Semidec
Marasti,284999,,False,3,75.0, 4/6, Semidec
Borhanci,165000,,False,3,60.0, 1/3, Semidec
Central,129000,,False,1,46.7, 5/10, Semidec
Iris,165500,,True,3,73.0, 3/9, Semidec
Borhanci,150000,,False,2,56.0, 1/3, Dec
Andrei Muresanu,160000,,False,3,52.88, Parter, Semidec
Borhanci,137000,,False,2,56.0, Parter/3, Semidec
Gheorgheni,87000,,False,2,27.0, 2/4, Semidec
Central,268000,,False,2,67.0, 1/1, Semidec
Marasti,150000,,False,3,65.0, 4/4, Dec
Bulgaria,93000,,False,2,57.0, 5/5, Semidec
Central,210000,,False,3,60.0, Parter/1, Dec
Gheorgheni,155000,,False,2,50.0, 6/10, Semidec
Buna Ziua,75000,,False,2,45.0, Demisol/4, Dec
Marasti,118000,,True,2,45.0, 1/9, Semidec
Gheorgheni,84500,,False,2,27.0, 3, Semidec
Intre Lacuri,169000,,False,3,68.0, Parter/4, Dec
Buna Ziua,129000,,False,2,41.0, Parter/4, Semidec
Europa,238000,,False,3,67.6, 2/7, Semidec
Central,200000,,False,3,63.0, 1/4, Dec
Central,199500,,False,3,63.0, 1/4, Semidec
Gheorgheni,123000,,False,2,44.0, Parter/10, Semidec
Zorilor,179000,,False,4,78.0, 3/4, Dec
Intre Lacuri,122000,,False,1,40.0, 3/7, Dec
Borhanci,139000,,False,2,52.0, 1/3, Semidec
Zorilor,187000,,False,2,55.0, 7/12, Semidec
Buna Ziua,191500,,True,3,87.0, 2/6, Dec
Andrei Muresanu,170000,,False,2,63.0, 4/4, Semidec
Marasti,132000,,False,2,55.0, Parter/4, Semidec
Intre Lacuri,169000,,False,3,74.0, Parter/4, Dec
Grigorescu,369000,,False,4,146.0, Parter/2, Semidec
Marasti,65000,,False,1,20.0, 4/4, Semidec
Buna Ziua,235000,,False,3,77.0, 1/3, Semidec
Gheorgheni,186000,,False,3,62.0, 3/4, Dec
Central,185000,,False,3,69.0, 1/5, Dec
Gheorgheni,102600,,False,1,40.0, 3/7, Semidec
Borhanci,137000,Comision 0%,False,2,56.0, Parter, Semidec
Marasti,119900,,False,2,50.0, 8/8, Dec
Marasti,120000,Comision 0%,False,3,49.98, 8/8, Dec
Zorilor,172000,,False,2,57.0, 6/10, Semidec
Manastur,107000,,False,2,39.0, Parter/10, Dec
Manastur,179999,,False,4,85.0, 2/9, Dec
Manastur,158000,,False,4,76.0, 8/8, Dec
Sopor,107000,,False,2,39.89, 2/7, Dec
Sopor,151000,,False,2,52.2, 6/7, Semidec
Sopor,167000,,False,2,55.43, 1/7, Dec
Manastur,115000,,False,2,52.0, 10/10, Dec
Manastur,78000,,False,1,32.0, 9/10, Dec
Marasti,165000,,False,2,49.0, 6/7, Semidec
Zorilor,170000,,False,2,47.0, Parter/3, Semidec
Buna Ziua,95000,,False,2,62.0, Mansarda/3, Semidec
Europa,238000,,False,3,68.0, 2/7, Semidec
Borhanci,166000,,False,2,54.0, 1/2, Dec
Grigorescu,137500,,False,3,65.0, Parter/4, Dec
Central,335000,,False,3,64.0, Parter/4, Semidec
Semicentral,335000,,False,2,53.0, Parter/4, Semidec
Ultracentral,110000,,False,1,28.0, 1/1, Semidec
Iris,56000,,False,1,20.5, 1, Semidec
Manastur,129980,,False,3,64.0, Parter/4, Dec
Andrei Muresanu,170000,,False,2,64.0, 4/4, Semidec
Sopor,102000,,False,1,39.89, 3/7, Semidec
Central,115000,,False,2,54.0, Demisol/2, Dec
Manastur,115000,,False,2,54.0, Parter/4, Semidec
Semicentral,99500,Comision 0%,True,1,37.73, 5/6, Semidec
Zorilor,185000,,False,3,60.0, 5/15, Semidec
Europa,238000,,False,3,67.8, 2/7, Semidec
Europa,220000,,True,4,87.0, Parter/2, Semidec
Grigorescu,160000,,False,3,73.0, Parter/8, Dec
Gheorgheni,72000,,False,1,22.0, 2/4, Semidec
Intre Lacuri,149900,,False,3,65.0, 4/4, Dec
Europa,225000,,False,3,68.0, 2/7, Semidec
Grigorescu,180000,,False,2,65.0, 3/4, Dec
Europa,226000,,False,3,72.0, 1/3, Semidec
Manastur,115000,,False,2,43.0, 1/10, Dec
Gheorgheni,84900,,False,2,30.0, 4/4, Semidec
Gheorgheni,85000,,False,1,28.0, 10/10, Semidec
Zorilor,175000,,False,4,76.0, 3/4, Dec
Marasti,144000,,False,2,49.0, 3/4, Semidec
Zorilor,179900,,False,4,78.64, 3/4, Dec
Buna Ziua,185000,,False,2,52.0, 2/5, Semidec
Gheorgheni,149000,,False,2,50.0, 6/10, Semidec
Sopor,165000,,False,2,55.0, Parter/9, Semidec
Gheorgheni,107000,,False,1,41.0, 4/7, Dec
Zorilor,167000,,False,3,61.0, Parter/3, Semidec
Borhanci,125000,,False,1,47.0, 3/3, Dec
Zorilor,110000,,False,2,49.0, 4/4, Dec
Gheorgheni,180000,Comision 0%,False,3,64.0, 4/4, Dec
Central,85000,,False,1,41.0, Demisol, Dec
Manastur,150484,,False,3,71.0, 2/2, Semidec
Calea Turzii,126000,,False,1,37.12, 1/5, Semidec
Manastur,249000,,False,4,160.0, 1/10, Semidec
Manastur,95000,,False,2,43.0, Parter/2, Semidec
Manastur,118000,,False,2,44.0, 4/8, Dec
Gruia,102000,,False,1,41.0, 3/3, Dec
Iris,51000,,False,1,21.0, Parter/4, Nedec
Marasti,128500,,False,1,46.7, 5/10, Dec
Central,230000,,False,3,65.0, Parter, Semidec
Central,300000,,False,3,71.0, 8/8, Dec
Borhanci,152000,,True,2,56.0, 2/3, Semidec
Andrei Muresanu,117000,,False,1,38.0, 3/3, Semidec
Buna Ziua,99000,,False,3,65.0, Demisol/2, Dec
Iris,108000,,False,1,39.0, 3/5, Dec
Gheorgheni,125000,,False,2,50.0, Parter/4, Semidec
Zorilor,175000,,False,2,58.0, 13/14, Semidec
Zorilor,170000,,False,2,52.0, 2/4, Semidec
Europa,160000,Comision 0%,False,2,55.0, 2/2, Semidec
Zorilor,159800,,False,2,47.0, Parter/3, Semidec
Zorilor,180000,,False,4,78.0, 3/4, Dec
Semicentral,265000,,False,3,98.0, Parter/8, Semidec
Intre Lacuri,195000,Comision 0%,False,3,60.0, 1/6, Semidec
Intre Lacuri,210000,,False,2,57.0, 3, Dec
Grigorescu,124900,,False,2,56.0, 1/3, Semidec
Gheorgheni,149000,Comision 0%,False,2,63.0, Parter/3, Dec
Zorilor,104179,,True,1,40.93, 1/4, Semidec
Central,199000,,False,3,69.0, 1/4, Semidec
Manastur,199999,,False,1,51.0, 1/5, Nedec
Plopilor,175000,,False,3,63.0, 3/4, Dec
Zorilor,100000,,False,1,38.34, Demisol/4, Semidec
Gheorgheni,125000,,False,2,49.1, Parter/4, Semidec
Gheorgheni,185000,,False,3,61.0, 1/4, Dec
Manastur,180000,,False,3,84.0, 4/4, Semidec
Central,480500,,False,4,155.0, 3/3, Semidec
Calea Turzii,170000,,False,2,59.0, 2/5, Semidec
Calea Turzii,118000,,False,2,55.0, Demisol/2, Dec
Marasti,235000,,False,3,58.0, 5/5, Semidec
Andrei Muresanu,180000,,False,2,63.23, 4/4, Semidec
Marasti,126000,,False,1,36.0, 8/8, Dec
Central,210000,Comision 0%,False,3,60.0, Parter/3, Dec
Zorilor,170000,,False,2,57.0, 6/10, Semidec
Iris,65000,,False,1,23.0, 3/4, Semidec
Intre Lacuri,210000,,False,2,57.0, 3/10, Dec
Borhanci,125000,,False,2,39.0, 1/3, Semidec
Zorilor,178000,,False,2,67.0, 2/3, Semidec
Manastur,183000,,False,3,64.0, 4/8, Dec
Andrei Muresanu,175000,,False,2,64.0, 4/4, Semidec
Manastur,89900,,False,2,38.0, 4, Semidec
Marasti,99990,,False,2,57.0, 5/5, Dec
Central,210000,,False,2,72.0, 2/2, Dec
Gheorgheni,125000,,False,2,51.0, Parter/4, Semidec
Grigorescu,129000,,False,2,44.0, 4/4, Dec
Central,450000,,False,5,145.0, 2/2, Dec
Manastur,75200,,False,1,28.0, 6/10, Semidec
Europa,175000,,False,3,58.0, 13/14, Semidec
Zorilor,175000,,False,2,58.0, 13/14, Dec
Manastur,249000,,False,4,80.0, 8/9, Dec
Plopilor,175000,,False,3,65.0, Parter/4, Dec
Borhanci,203182,,False,3,76.46, 3/4, Semidec
Marasti,129000,,False,2,40.0, 5/8, Semidec
Marasti,62000,,False,1,24.0, 4/4, Semidec
Central,274000,,False,2,80.0, Parter/1, Semidec
Central,274000,,False,2,90.0, Parter/1, Semidec
Gheorgheni,186000,,False,3,62.0, 3/4, Dec
Gheorgheni,153000,,False,2,47.0, 9/11, Dec
Gheorgheni,153000,,False,2,47.0, 9/11, Dec
Iris,115000,,False,2,60.0, 4/5, Semidec
Semicentral,194549,,True,3,73.53, 1/7, Semidec
Manastur,80000,,False,2,36.0, 4/4, Semidec
Manastur,119900,,False,2,45.0, 3/8, Dec
Marasti,60500,,False,1,24.0, 4/4, Dec
Marasti,138500,,False,2,49.0, 2/4, Dec
Grigorescu,169900,,False,4,80.0, 4/4, Semidec
Intre Lacuri,169000,,False,3,70.0, Parter/4, Dec
Central,234900,,False,3,77.0, 3/6, Semidec
Borhanci,155000,,True,2,55.62, 1/8, Dec
